Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,country_code,latitude,longitude
Ethiopia,Korem,156,3,1,0,28,0,0,0,156,3,ET,9.145,40.489673
Thailand,Kranuan,42,0,0,0,28,0,0,0,42,0,TH,15.870032,100.992541
Republic of North Macedonia,Kratovo,62,1,1,0,37,0,0,0,62,1,RNM,41.6086,21.7453
Angola,Kuito,76,1,2,0,20,0,1,0,76,1,AO,-11.202692,17.873887
Pakistan,Kulachi,177,3,2,0,100,2,0,0,177,3,PK,30.375321,69.345116
Russian Federation,Kuleshovka,37,0,1,0,37,0,2,0,17,0,RF,61.524,105.3188
India,Kumher,323,5,1,0,47,0,0,0,319,5,IN,20.593684,78.96288
India,Kundarki,185,3,4,0,185,3,1,0,157,3,IN,20.593684,78.96288
Russian Federation,Kurovskoye,31,0,1,0,31,0,3,0,26,0,RF,61.524,105.3188
Sudan,Kusti,43,0,1,0,18,0,0,0,43,0,SD,12.862807,30.217636
Uzbekistan,Kuva,127,2,1,0,100,2,2,0,127,2,UZ,41.377491,64.585262
Australia,Kwinana,27,0,0,0,27,0,1,0,23,0,AU,-25.274398,133.775136
France,La Celle Saint Cloud,63,1,1,0,18,0,7,0,63,1,FR,46.227638,2.213749
Nicaragua,La Paz Centro,39,0,1,0,16,0,3,0,39,0,NI,12.865416,-85.207229
France,La Queue En Brie,58,1,1,0,19,0,6,0,58,1,FR,46.227638,2.213749
Spain,La Rinconada,28,0,1,0,28,0,2,0,24,0,ES,40.463667,-3.74922
Brazil,Labrea,32,0,1,0,3,0,0,0,32,0,BR,-14.235004,-51.92528
Russian Federation,Ladozhskaya,39,0,1,0,34,0,0,0,39,0,RF,61.524,105.3188
Nepal,Lahan,59,1,2,0,38,0,0,0,59,1,NP,28.394857,84.124008
Germany,Lahnstein,52,1,1,0,24,0,3,0,52,1,DE,51.165691,10.451526
Italy,Laives,99,1,1,0,21,0,5,0,99,1,IT,41.87194,12.56738
United States of America,Lake Zurich,61,1,2,0,22,0,20,0,61,1,USA,37.0902,-95.7129
Poland,Lancut,98,1,1,0,35,0,2,0,98,1,PL,51.919438,19.145136
Thailand,Lat Yao,20,0,0,0,20,0,0,0,17,0,TH,15.870032,100.992541
Germany,Leichlingen,46,0,1,0,26,0,3,0,46,0,DE,51.165691,10.451526
Germany,Linkenheim Hochstetten,53,1,1,0,29,0,3,0,53,1,DE,51.165691,10.451526
United Kingdom,Llanelli,40,0,1,0,24,0,2,0,40,0,GB,55.378051,-3.435973
Germany,Lohne,38,0,0,0,34,0,1,0,38,0,DE,51.165691,10.451526
Belgium,Lommel,39,0,1,0,29,0,3,0,39,0,BE,50.503887,4.469936
United States,Long Beach,51,1,1,0,25,0,12,0,51,1,US,37.09024,-95.712891
Philippines,Longos,52,1,1,0,25,0,1,0,52,1,PH,12.879721,121.774017
Spain,Lorca,25,0,1,0,25,0,1,0,18,0,ES,40.463667,-3.74922
Philippines,Lutayan,53,1,1,0,24,0,0,0,53,1,PH,12.879721,121.774017
Switzerland,Lyss,80,1,1,0,29,0,1,0,80,1,CH,46.818188,8.227512
Russian Federation,Lyubertsy,60,1,1,0,19,0,15,0,60,1,RF,61.524,105.3188
Netherlands,Maarsen,37,0,0,0,34,0,1,0,37,0,NL,52.132633,5.291266
India,Mahemdavad,158,3,1,0,39,0,0,0,158,3,IN,20.593684,78.96288
Brazil,Mairi,22,0,0,0,13,0,0,0,22,0,BR,-14.235004,-51.92528
Philippines,Makati,63,1,1,0,23,0,1,0,63,1,PH,12.879721,121.774017
Japan,Maki,41,0,1,0,41,0,0,0,26,0,JP,36.204824,138.252924
India,Malkera,184,3,3,0,135,2,2,0,184,3,IN,20.593684,78.96288
Sweden,Malmo,35,0,0,0,35,0,0,0,26,0,SE,60.128161,18.643501
India,Manasa,159,3,1,0,39,0,0,0,159,3,IN,20.593684,78.96288
Syrian Arab Republic,Manbij,71,1,1,0,42,0,0,0,71,1,SAE,34.8021,38.9968
China,Maoming,65,1,1,0,31,0,3,0,65,1,CN,35.86166,104.195397
Iran (Islamic Republic of),Maragheh,76,1,1,0,46,0,0,0,76,1,IIM,32.4279,53.688
Spain,Merida,29,0,1,0,29,0,2,0,20,0,ES,40.463667,-3.74922
Mexico,Mexicali,37,0,1,0,21,0,7,0,37,0,MX,23.634501,-102.552784
Russian Federation,Mezhdurechensk,37,0,1,0,37,0,0,0,28,0,RF,61.524,105.3188
United States of America,Miami Lakes,153,3,4,0,4,0,20,0,153,3,USA,37.0902,-95.7129
Germany,Michelstadt,54,1,1,0,33,0,3,0,54,1,DE,51.165691,10.451526
Russian Federation,Mikun,35,0,1,0,35,0,0,0,10,0,RF,61.524,105.3188
Australia,Mildura,27,0,0,0,25,0,0,0,27,0,AU,-25.274398,133.775136
United States of America,Minden,63,1,1,0,20,0,3,0,63,1,USA,37.0902,-95.7129
Italy,Mirandola,124,2,2,0,28,0,10,0,124,2,IT,41.87194,12.56738
Brazil,Mirassol,39,0,1,0,10,0,2,0,39,0,BR,-14.235004,-51.92528
Malaysia,Miri,209,4,67,1,209,4,2,0,157,3,MY,4.210484,101.975766
Pakistan,Mirwah,163,3,1,0,43,0,0,0,163,3,PK,30.375321,69.345116
Poland,Mlawa,35,0,0,0,35,0,0,0,32,0,PL,51.919438,19.145136
Chad,Moissala,69,1,2,0,6,0,0,0,69,1,TD,15.454166,18.732207
Ethiopia,Mojo,95,1,1,0,26,0,0,0,95,1,ET,9.145,40.489673
Russian Federation,Monchegorsk,29,0,1,0,29,0,0,0,9,0,RF,61.524,105.3188
France,Mons En Baroeul,48,0,1,0,27,0,4,0,48,0,FR,46.227638,2.213749
United States of America,Mounds View,53,1,1,0,33,0,9,0,53,1,USA,37.0902,-95.7129
Brazil,Mutuipe,21,0,0,0,11,0,1,0,21,0,BR,-14.235004,-51.92528
Israel,Nahef,143,2,3,0,35,0,16,0,143,2,IL,31.046051,34.851612
Poland,Naklo Nad Notecia,35,0,0,0,34,0,0,0,35,0,PL,51.919438,19.145136
Russian Federation,Naryan Mar,26,0,1,0,26,0,0,0,11,0,RF,61.524,105.3188
Malta,Naxxar,39,0,1,0,39,0,2,0,22,0,MT,35.937496,14.375416
Ethiopia,Nazret,98,1,1,0,25,0,0,0,98,1,ET,9.145,40.489673
Colombia,Neira,73,1,2,0,4,0,6,0,73,1,CO,4.570868,-74.297333
Germany,Nidderau,51,1,1,0,26,0,3,0,51,1,DE,51.165691,10.451526
China,Ningxiang,160,3,7,0,72,1,19,0,160,3,CN,35.86166,104.195397
Viet Nam,Ninh Binh,54,1,1,0,37,0,1,0,54,1,VNM,14.0583,108.2772
Cuba,Niquero,53,1,1,0,25,0,0,0,53,1,CU,21.521757,-77.781167
France,Nogent Sur Oise,54,1,1,0,24,0,3,0,54,1,FR,46.227638,2.213749
Australia,Karratha,22,0,0,0,22,0,0,0,9,0,AU,-25.274398,133.775136
Turkmenistan,Kerki,86,1,1,0,49,0,0,0,86,1,TM,38.969719,59.556278
India,Khair,352,5,2,0,107,2,1,0,335,5,IN,20.593684,78.96288
Russian Federation,Imeni Morozova,74,1,1,0,37,0,4,0,74,1,RF,61.524,105.3188
Japan,Ishikawa,39,0,1,0,39,0,2,0,19,0,JP,36.204824,138.252924
Turkey,Isparta,49,0,1,0,33,0,0,0,49,0,TR,38.963745,35.243322
Brazil,Itaborai,150,3,4,0,4,0,16,0,150,3,BR,-14.235004,-51.92528
Brazil,Jacutinga,66,1,1,0,9,0,4,0,66,1,BR,-14.235004,-51.92528
Cuba,Jaguey Grande,54,1,1,0,20,0,2,0,54,1,CU,21.521757,-77.781167
Iran (Islamic Republic of),Khormuj,137,2,1,0,72,1,0,0,137,2,IIM,32.4279,53.688
India,Khunti,185,3,2,0,70,1,0,0,185,3,IN,20.593684,78.96288
Russian Federation,Khvalynsk,45,0,1,0,38,0,0,0,45,0,RF,61.524,105.3188
Somalia,Kismayo,27,0,0,0,23,0,0,0,27,0,SO,5.152149,46.199616
Czechia,Klasterec Nad Ohri,56,1,1,0,32,0,4,0,56,1,CZH,49.8175,15.4724
Indonesia,Klaten,48,0,1,0,27,0,0,0,48,0,ID,-0.789275,113.921327
Mexico,Macuspana,165,3,5,0,6,0,10,0,165,3,MX,23.634501,-102.552784
United Republic of Tanzania,Mafinga,30,0,1,0,16,0,0,0,30,0,URM,-6.369028,34.888822
Philippines,Magsaysay,57,1,1,0,23,0,0,0,57,1,PH,12.879721,121.774017
United States of America,Marquette,34,0,1,0,34,0,2,0,29,0,USA,37.0902,-95.7129
Japan,Masuda,44,0,1,0,44,0,0,0,32,0,JP,36.204824,138.252924
Mexico,Matias Romero,79,1,1,0,15,0,1,0,79,1,MX,23.634501,-102.552784
Russian Federation,Matveyev Kurgan,39,0,1,0,39,0,1,0,12,0,RF,61.524,105.3188
Russian Federation,Maykop,57,1,1,0,38,0,1,0,57,1,RF,61.524,105.3188
Italy,Mazara Del Vallo,56,1,1,0,56,1,1,0,49,0,IT,41.87194,12.56738
United States of America,Mehlville,85,1,2,0,10,0,19,0,85,1,USA,37.0902,-95.7129
United States of America,Melville,65,1,2,0,14,0,23,0,65,1,USA,37.0902,-95.7129
Japan,Moriya,52,1,1,0,46,0,4,0,52,1,JP,36.204824,138.252924
China,Jiangyan,206,4,5,0,206,4,5,0,150,3,CN,35.86166,104.195397
India,Kalghatgi,50,0,0,0,23,0,0,0,50,0,IN,20.593684,78.96288
United States of America,Yarmouth,37,0,1,0,37,0,3,0,19,0,USA,37.0902,-95.7129
Japan,Yoichi,39,0,1,0,39,0,1,0,14,0,JP,36.204824,138.252924
Japan,Yokote,49,0,1,0,49,0,1,0,37,0,JP,36.204824,138.252924
Japan,Yorii,86,1,1,0,86,1,1,0,67,1,JP,36.204824,138.252924
China,Yunhe,200,3,4,0,200,3,2,0,164,3,CN,35.86166,104.195397
Poland,Zagan,68,1,1,0,38,0,1,0,68,1,PL,51.919438,19.145136
Russian Federation,Zavolzhsk,55,1,1,0,24,0,4,0,55,1,RF,61.524,105.3188
Mexico,Zihuatanejo,36,0,1,0,17,0,2,0,36,0,MX,23.634501,-102.552784
Switzerland,Zug,54,1,1,0,22,0,3,0,54,1,CH,46.818188,8.227512
India,Tijara,177,3,4,0,153,3,1,0,177,3,IN,20.593684,78.96288
India,Tiruchchendur,53,1,0,0,29,0,0,0,53,1,IN,20.593684,78.96288
Poland,Tomaszow Mazowiecki,34,0,1,0,32,0,1,0,34,0,PL,51.919438,19.145136
India,Tehri,103,2,2,0,69,1,0,0,103,2,IN,20.593684,78.96288
India,Tekkalakota,36,0,1,0,36,0,0,0,17,0,IN,20.593684,78.96288
United States of America,Tenafly,77,1,2,0,17,0,21,0,77,1,USA,37.0902,-95.7129
Mexico,Tenango De Arista,177,3,4,0,7,0,22,0,177,3,MX,23.634501,-102.552784
Mexico,Tenango De Rio Blanco,84,1,2,0,15,0,6,0,84,1,MX,23.634501,-102.552784
Turkey,Tepecik,59,1,1,0,34,0,1,0,59,1,TR,38.963745,35.243322
Pakistan,Thano Bula Khan,174,3,1,0,40,0,0,0,174,3,PK,30.375321,69.345116
Germany,Tholey,65,1,1,0,30,0,5,0,65,1,DE,51.165691,10.451526
Spain,Tias,25,0,0,0,25,0,0,0,9,0,ES,40.463667,-3.74922
Algeria,Tigzirt,50,0,4,0,41,0,16,0,50,0,DZ,28.033886,1.659626
Indonesia,Tondano,29,0,0,0,15,0,0,0,29,0,ID,-0.789275,113.921327
China,Tongren,60,1,2,0,51,1,0,0,60,1,CN,35.86166,104.195397
Spain,Torrelodones,57,1,1,0,25,0,3,0,57,1,ES,40.463667,-3.74922
United States of America,Town And Country,58,1,2,0,24,0,12,0,58,1,USA,37.0902,-95.7129
Russian Federation,Ukhta,44,0,1,0,33,0,0,0,44,0,RF,61.524,105.3188
India,Ulhasnagar,164,3,4,0,32,0,5,0,164,3,IN,20.593684,78.96288
Netherlands,Dronten,34,0,0,0,34,0,1,0,33,0,NL,52.132633,5.291266
Dominican Republic,Duverge,63,1,1,0,15,0,5,0,63,1,DO,18.735693,-70.162651
Guatemala,El Palmar,108,2,4,0,10,0,12,0,108,2,GT,15.783471,-90.230759
France,Elancourt,62,1,1,0,17,0,7,0,62,1,FR,46.227638,2.213749
India,Ongole,83,1,1,0,33,0,0,0,83,1,IN,20.593684,78.96288
Côte d'Ivoire,Oume,68,1,2,0,12,0,0,0,68,1,CI,7.539989,-5.54708
United States of America,Owasso,53,1,1,0,27,0,5,0,53,1,USA,37.0902,-95.7129
Colombia,Paipa,38,0,1,0,5,0,4,0,38,0,CO,4.570868,-74.297333
India,Palanpur,172,3,0,0,30,0,0,0,172,3,IN,20.593684,78.96288
Serbia,Pozarevac,75,1,1,0,42,0,1,0,75,1,RS,44.016521,21.005859
Italy,Pozzallo,65,1,1,0,19,0,7,0,65,1,IT,41.87194,12.56738
Argentina,Presidencia Roque Saenz Pena,22,0,0,0,22,0,0,0,17,0,AR,-38.416097,-63.616672
South Africa,Prieska,81,1,2,0,17,0,2,0,81,1,ZA,-30.559482,22.937506
Guatemala,Puerto Barrios,47,0,1,0,13,0,1,0,47,0,GT,15.783471,-90.230759
China,Pulandian,116,2,3,0,116,2,1,0,104,2,CN,35.86166,104.195397
Canada,Quesnel,23,0,1,0,23,0,0,0,14,0,CA,56.130366,-106.346771
Ecuador,Quevedo,74,1,3,0,3,0,7,0,74,1,EC,-1.831239,-78.183406
France,Quimperle,45,0,1,0,32,0,2,0,45,0,FR,46.227638,2.213749
Germany,Radevormwald,34,0,0,0,24,0,2,0,34,0,DE,51.165691,10.451526
Germany,Rahden,35,0,0,0,27,0,2,0,35,0,DE,51.165691,10.451526
India,Rairangpur,168,3,1,0,55,1,0,0,168,3,IN,20.593684,78.96288
India,Rajkot,151,3,0,0,36,0,0,0,151,3,IN,20.593684,78.96288
Malaysia,Ranau,41,0,1,0,27,0,0,0,41,0,MY,4.210484,101.975766
Malaysia,Raub,74,1,1,0,35,0,0,0,74,1,MY,4.210484,101.975766
India,Raya,469,5,1,0,38,0,1,0,382,5,IN,20.593684,78.96288
United States of America,Redmond,62,1,2,0,17,0,15,0,62,1,USA,37.0902,-95.7129
Chile,Rengo,115,2,4,0,1,0,11,0,115,2,CL,-35.675147,-71.542969
Croatia,Rijeka,50,0,1,0,50,0,0,0,14,0,HR,45.1,15.2
Brazil,Rio Pomba,56,1,1,0,9,0,3,0,56,1,BR,-14.235004,-51.92528
Uruguay,Rocha,24,0,0,0,24,0,0,0,11,0,UY,-32.522779,-55.765835
United States of America,Rockford,59,1,2,0,20,0,8,0,59,1,USA,37.0902,-95.7129
Germany,Rommerskirchen,30,0,0,0,25,0,2,0,30,0,DE,51.165691,10.451526
Romania,Rosiori De Vede,62,1,1,0,37,0,2,0,62,1,RO,45.943161,24.96676
Philippines,Roxas,45,0,1,0,27,0,0,0,45,0,PH,12.879721,121.774017
India,Rura,271,4,1,0,46,0,1,0,271,4,IN,20.593684,78.96288
Russian Federation,Rybnoye,52,1,1,0,35,0,2,0,52,1,RF,61.524,105.3188
Thailand,Sa Kaeo,46,0,0,0,29,0,0,0,46,0,TH,15.870032,100.992541
India,Sagar,57,1,0,0,22,0,0,0,57,1,IN,20.593684,78.96288
Philippines,Sagay,53,1,1,0,27,0,0,0,53,1,PH,12.879721,121.774017
France,Saint Francois,100,2,0,0,25,0,0,0,100,2,FR,46.227638,2.213749
Hungary,Salgotarjan,56,1,1,0,32,0,2,0,56,1,HU,47.162494,19.503304
Uruguay,Salto,23,0,0,0,23,0,0,0,9,0,UY,-32.522779,-55.765835
Germany,Salzgitter,37,0,0,0,30,0,1,0,37,0,DE,51.165691,10.451526
Philippines,Samal,61,1,1,0,16,0,0,0,61,1,PH,12.879721,121.774017
Argentina,San Carlos De Bariloche,15,0,0,0,15,0,1,0,5,0,AR,-38.416097,-63.616672
Cuba,San Cristobal,55,1,1,0,27,0,2,0,55,1,CU,21.521757,-77.781167
Dominican Republic,San Francisco De Macoris,151,3,2,0,9,0,12,0,151,3,DO,18.735693,-70.162651
Philippines,San Simon,54,1,1,0,27,0,0,0,54,1,PH,12.879721,121.774017
Malaysia,Sandakan,48,0,1,0,19,0,0,0,48,0,MY,4.210484,101.975766
Brazil,Santo Antonio Do Amparo,45,0,1,0,10,0,3,0,45,0,BR,-14.235004,-51.92528
Brazil,Santo Antonio Do Monte,42,0,1,0,6,0,3,0,42,0,BR,-14.235004,-51.92528
Brazil,Sao Fidelis,62,1,2,0,0,0,6,0,62,1,BR,-14.235004,-51.92528
Brazil,Sao Jose Do Egito,28,0,0,0,17,0,0,0,28,0,BR,-14.235004,-51.92528
Brazil,Sao Miguel Do Oeste,20,0,0,0,20,0,0,0,11,0,BR,-14.235004,-51.92528
United States of America,West Jordan,56,1,1,0,6,0,14,0,56,1,USA,37.0902,-95.7129
United States of America,West Valley City,52,1,1,0,7,0,13,0,52,1,USA,37.0902,-95.7129
United States of America,Whitewater,72,1,2,0,9,0,13,0,72,1,USA,37.0902,-95.7129
South Africa,Winburg,131,2,6,0,14,0,6,0,131,2,ZA,-30.559482,22.937506
Australia,Wollongong,24,0,0,0,24,0,2,0,19,0,AU,-25.274398,133.775136
Mozambique,Xai Xai,39,0,1,0,23,0,0,0,39,0,MZ,-18.665695,35.529562
Japan,Yachiyo,71,1,1,0,71,1,2,0,33,0,JP,36.204824,138.252924
China,Yanzhou,158,3,2,0,158,3,2,0,84,1,CN,35.86166,104.195397
Liberia,Yekepa,49,0,1,0,11,0,0,0,49,0,LR,6.428055,-9.429499
Japan,Yubari,27,0,1,0,27,0,2,0,13,0,JP,36.204824,138.252924
Japan,Yuza,37,0,1,0,37,0,0,0,29,0,JP,36.204824,138.252924
Czechia,Zabreh,47,0,1,0,23,0,2,0,47,0,CZH,49.8175,15.4724
Russian Federation,Zheleznovodsk,40,0,1,0,40,0,1,0,38,0,RF,61.524,105.3188
Kazakhstan,Zhitikara,40,0,1,0,40,0,0,0,16,0,KZ,48.019573,66.923684
China,Zhucheng,162,3,3,0,162,3,2,0,113,2,CN,35.86166,104.195397
Netherlands,Zoetermeer,34,0,0,0,34,0,1,0,28,0,NL,52.132633,5.291266
Turkey,Zonguldak,36,0,1,0,36,0,0,0,20,0,TR,38.963745,35.243322
Russian Federation,Zubova Polyana,44,0,1,0,33,0,1,0,44,0,RF,61.524,105.3188
Netherlands,Papendrecht,34,0,0,0,34,0,1,0,27,0,NL,52.132633,5.291266
Brazil,Paranavai,14,0,1,0,9,0,0,0,14,0,BR,-14.235004,-51.92528
Brazil,Parnarama,26,0,0,0,13,0,0,0,26,0,BR,-14.235004,-51.92528
Mexico,Patzcuaro,19,0,0,0,9,0,1,0,19,0,MX,23.634501,-102.552784
Malaysia,Pekan,63,1,1,0,35,0,0,0,63,1,MY,4.210484,101.975766
Italy,Pellezzano,56,1,1,0,56,1,1,0,50,0,IT,41.87194,12.56738
Brazil,Perdoes,42,0,1,0,10,0,2,0,42,0,BR,-14.235004,-51.92528
Albania,Permet,58,1,1,0,38,0,0,0,58,1,AL,41.153332,20.168331
United Kingdom of Great Britain and Northern Ireland,Perth,37,0,1,0,22,0,7,0,37,0,UKI,55.3781,-3.436
Italy,Pescara,70,1,1,0,35,0,5,0,70,1,IT,41.87194,12.56738
Russian Federation,Petropavlovsk Kamchatskiy,33,0,0,0,33,0,0,0,10,0,RF,61.524,105.3188
South Africa,Pietermaritzburg,215,4,13,0,3,0,13,0,215,4,ZA,-30.559482,22.937506
Brazil,Pilar,39,0,1,0,15,0,2,0,39,0,BR,-14.235004,-51.92528
Poland,Pinczow,48,0,1,0,27,0,3,0,48,0,PL,51.919438,19.145136
Brazil,Pitangueiras,149,2,3,0,4,0,7,0,149,2,BR,-14.235004,-51.92528
Poland,Plonsk,36,0,1,0,36,0,1,0,27,0,PL,51.919438,19.145136
Hungary,Pomaz,63,1,1,0,33,0,3,0,63,1,HU,47.162494,19.503304
Brazil,Pompeia,30,0,1,0,10,0,1,0,30,0,BR,-14.235004,-51.92528
Portugal,Ponta Delgada,21,0,0,0,21,0,2,0,12,0,PT,39.399872,-8.224454
France,Pontivy,40,0,1,0,27,0,3,0,40,0,FR,46.227638,2.213749
United States of America,Port Arthur,29,0,0,0,24,0,3,0,29,0,USA,37.0902,-95.7129
United States of America,Glen Ellyn,67,1,2,0,17,0,17,0,67,1,USA,37.0902,-95.7129
United States of America,Glens Falls,64,1,2,0,17,0,6,0,64,1,USA,37.0902,-95.7129
Poland,Glubczyce,80,1,1,0,39,0,3,0,80,1,PL,51.919438,19.145136
United States of America,Goshen,76,1,2,0,19,0,11,0,76,1,USA,37.0902,-95.7129
Germany,Grafelfing,63,1,2,0,27,0,5,0,63,1,DE,51.165691,10.451526
Argentina,Gualeguaychu,14,0,0,0,12,0,2,0,14,0,AR,-38.416097,-63.616672
Brazil,Guaranesia,35,0,1,0,6,0,1,0,35,0,BR,-14.235004,-51.92528
Venezuela (Bolivarian Republic of),Guarenas,141,2,1,0,16,0,7,0,141,2,VBL,6.4238,-66.5897
Colombia,Guarne,101,2,3,0,5,0,8,0,101,2,CO,4.570868,-74.297333
Guatemala,Guatemala City,79,1,2,0,7,0,6,0,79,1,GT,15.783471,-90.230759
China,Guicheng,65,1,2,0,47,0,2,0,65,1,CN,35.86166,104.195397
India,Gurmatkal,96,1,1,0,42,0,0,0,96,1,IN,20.593684,78.96288
Turkey,Gursu,70,1,1,0,34,0,1,0,70,1,TR,38.963745,35.243322
Hungary,Hajduhadhaz,66,1,1,0,36,0,2,0,66,1,HU,47.162494,19.503304
Germany,Hannoversch Munden,63,1,2,0,25,0,11,0,63,1,DE,51.165691,10.451526
United Kingdom of Great Britain and Northern Ireland,Harrogate,32,0,1,0,32,0,3,0,15,0,UKI,55.3781,-3.436
Germany,Hattersheim,71,1,2,0,36,0,5,0,71,1,DE,51.165691,10.451526
Sri Lanka,Hatton,52,1,1,0,22,0,1,0,52,1,LK,7.873054,80.771797
United Kingdom of Great Britain and Northern Ireland,Haverfordwest,41,0,1,0,21,0,5,0,41,0,UKI,55.3781,-3.436
United States of America,Herrin,63,1,2,0,27,0,13,0,63,1,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Hertford,32,0,1,0,32,0,4,0,23,0,UKI,55.3781,-3.436
China,Heze,201,4,5,0,201,4,4,0,159,3,CN,35.86166,104.195397
United States of America,Highland Park,89,1,2,0,17,0,19,0,89,1,USA,37.0902,-95.7129
Germany,Ettenheim,67,1,1,0,27,0,4,0,67,1,DE,51.165691,10.451526
United States of America,Ewing,54,1,2,0,27,0,10,0,54,1,USA,37.0902,-95.7129
Italy,Faenza,62,1,1,0,47,0,2,0,62,1,IT,41.87194,12.56738
Iran (Islamic Republic of),Falavarjan,129,2,1,0,129,2,1,0,116,2,IIM,32.4279,53.688
Germany,Fallingbostel,61,1,1,0,41,0,2,0,61,1,DE,51.165691,10.451526
Madagascar,Faratsiho,25,0,0,0,25,0,0,0,20,0,MG,-18.766947,46.869107
India,Fatehabad,169,3,4,0,166,3,1,0,169,3,IN,20.593684,78.96288
Madagascar,Fenoarivo,23,0,1,0,23,0,0,0,23,0,MG,-18.766947,46.869107
Cameroon,Fontem,50,0,3,0,14,0,1,0,50,0,CM,7.369722,12.354722
United States of America,Fort Hunt,51,1,1,0,27,0,9,0,51,1,USA,37.0902,-95.7129
South Africa,Piet Retief,164,3,4,0,20,0,7,0,164,3,ZA,-30.559482,22.937506
United States of America,Pinewood,61,1,1,0,16,0,13,0,61,1,USA,37.0902,-95.7129
Lithuania,Panevezys,35,0,1,0,35,0,0,0,35,0,LT,55.169438,23.881275
Philippines,Pangil,51,1,1,0,26,0,2,0,51,1,PH,12.879721,121.774017
Pakistan,Pasni,189,3,3,0,40,0,4,0,189,3,PK,30.375321,69.345116
Pakistan,Pasrur,164,3,3,0,147,2,1,0,164,3,PK,30.375321,69.345116
India,Patratu,151,3,3,0,70,1,1,0,151,3,IN,20.593684,78.96288
Brazil,Paulinia,66,1,2,0,4,0,5,0,66,1,BR,-14.235004,-51.92528
Iran (Islamic Republic of),Paveh,53,1,1,0,53,1,0,0,37,0,IIM,32.4279,53.688
India,Peddapuram,151,3,2,0,65,1,1,0,151,3,IN,20.593684,78.96288
India,Pehowa,163,3,3,0,160,3,1,0,163,3,IN,20.593684,78.96288
Greece,Peristerion,108,2,2,0,42,0,7,0,108,2,GR,39.074208,21.824312
Cuba,Artemisa,59,1,1,0,25,0,2,0,59,1,CU,21.521757,-77.781167
Russian Federation,Arzamas,29,0,1,0,29,0,0,0,20,0,RF,61.524,105.3188
Mexico,Atencingo,95,1,2,0,7,0,9,0,95,1,MX,23.634501,-102.552784
Germany,Auerbach,29,0,1,0,28,0,2,0,29,0,DE,51.165691,10.451526
India,Aurangabad,324,5,1,0,45,0,1,0,295,4,IN,20.593684,78.96288
Peru,Ayacucho,12,0,0,0,8,0,0,0,12,0,PE,-9.189967,-75.015152
United Republic of Tanzania,Babati,35,0,0,0,16,0,0,0,35,0,URM,-6.369028,34.888822
Iran (Islamic Republic of),Babol,54,1,1,0,42,0,0,0,54,1,IIM,32.4279,53.688
Germany,Bad Liebenwerda,32,0,1,0,32,0,2,0,29,0,DE,51.165691,10.451526
Germany,Bad Munstereifel,31,0,1,0,31,0,3,0,30,0,DE,51.165691,10.451526
Germany,Bad Schwalbach,34,0,1,0,34,0,2,0,30,0,DE,51.165691,10.451526
India,Badarwas,157,3,1,0,45,0,0,0,157,3,IN,20.593684,78.96288
India,Badvel,101,2,0,0,33,0,0,0,101,2,IN,20.593684,78.96288
India,Baghdogra,155,3,2,0,86,1,0,0,155,3,IN,20.593684,78.96288
Nepal,Baglung,121,2,2,0,45,0,0,0,121,2,NP,28.394857,84.124008
India,Balarampur,172,3,1,0,83,1,1,0,172,3,IN,20.593684,78.96288
India,Bali Chak,166,3,2,0,82,1,2,0,166,3,IN,20.593684,78.96288
Albania,Ballsh,55,1,1,0,49,0,0,0,55,1,AL,41.153332,20.168331
Indonesia,Bambanglipuro,37,0,1,0,24,0,0,0,37,0,ID,-0.789275,113.921327
Brazil,Barao De Cocais,94,1,3,0,2,0,7,0,94,1,BR,-14.235004,-51.92528
United Republic of Tanzania,Bariadi,30,0,0,0,17,0,0,0,30,0,URM,-6.369028,34.888822
Brazil,Barroso,65,1,2,0,0,0,5,0,65,1,BR,-14.235004,-51.92528
Russian Federation,Barysh,46,0,0,0,31,0,0,0,46,0,RF,61.524,105.3188
India,Basoda,155,3,1,0,40,0,0,0,155,3,IN,20.593684,78.96288
Russian Federation,Bavly,29,0,1,0,29,0,0,0,23,0,RF,61.524,105.3188
Turkey,Bayburt,69,1,0,0,39,0,0,0,69,1,TR,38.963745,35.243322
Brazil,Bela Vista Do Paraiso,38,0,1,0,12,0,2,0,38,0,BR,-14.235004,-51.92528
United States of America,Bellwood,82,1,2,0,9,0,30,0,82,1,USA,37.0902,-95.7129
Angola,Benguela,92,1,3,0,12,0,2,0,92,1,AO,-11.202692,17.873887
India,Bhadrak,161,3,2,0,109,2,1,0,161,3,IN,20.593684,78.96288
Malaysia,Bidor,51,1,1,0,43,0,0,0,51,1,MY,4.210484,101.975766
Philippines,Binalbagan,75,1,1,0,18,0,0,0,75,1,PH,12.879721,121.774017
United States of America,Bismarck,40,0,1,0,32,0,2,0,40,0,USA,37.0902,-95.7129
Belgium,Bocholt,37,0,1,0,33,0,3,0,37,0,BE,50.503887,4.469936
Colombia,Bogota,75,1,2,0,4,0,8,0,75,1,CO,4.570868,-74.297333
Ukraine,Bohodukhiv,54,1,1,0,40,0,2,0,54,1,UA,48.379433,31.16558
