Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,country_code,latitude,longitude
Spain,La Carolina,34,0,1,0,17,0,3,0,34,0,ES,40.463667,-3.74922
Spain,La Garriga,49,0,1,0,30,0,5,0,49,0,ES,40.463667,-3.74922
Mexico,La Joya,109,2,3,0,5,0,9,0,109,2,MX,23.634501,-102.552784
Spain,La Llagosta,53,1,1,0,26,0,7,0,53,1,ES,40.463667,-3.74922
United States of America,Lady Lake,72,1,1,0,7,0,14,0,72,1,USA,37.0902,-95.7129
Malaysia,Lahad Datu,48,0,1,0,15,0,0,0,48,0,MY,4.210484,101.975766
India,Lakhimpur,190,3,4,0,190,3,1,0,164,3,IN,20.593684,78.96288
India,Lalgudi,54,1,0,0,27,0,0,0,54,1,IN,20.593684,78.96288
Indonesia,Lamongan,167,3,3,0,123,2,1,0,167,3,ID,-0.789275,113.921327
Belgium,Lanaken,43,0,1,0,25,0,4,0,43,0,BE,50.503887,4.469936
France,Lannion,41,0,1,0,26,0,4,0,41,0,FR,46.227638,2.213749
Italy,Lanuvio,40,0,1,0,40,0,2,0,20,0,IT,41.87194,12.56738
Mexico,Las Margaritas,61,1,1,0,8,0,4,0,61,1,MX,23.634501,-102.552784
Italy,Lastra A Signa,35,0,1,0,35,0,3,0,17,0,IT,41.87194,12.56738
France,Le Blanc Mesnil,60,1,1,0,20,0,6,0,60,1,FR,46.227638,2.213749
France,Le Tampon,62,1,1,0,26,0,1,0,62,1,FR,46.227638,2.213749
Portugal,Leca Do Bailio,28,0,0,0,28,0,2,0,20,0,PT,39.399872,-8.224454
Belgium,Lede,42,0,1,0,28,0,4,0,42,0,BE,50.503887,4.469936
Italy,Lentini,67,1,1,0,36,0,3,0,67,1,IT,41.87194,12.56738
United States of America,Leominster,30,0,1,0,30,0,3,0,22,0,USA,37.0902,-95.7129
Mexico,Leon,50,0,1,0,14,0,3,0,50,0,MX,23.634501,-102.552784
Bulgaria,Levski,52,1,1,0,36,0,1,0,52,1,BG,42.733883,25.48583
China,Liancheng,58,1,1,0,28,0,2,0,58,1,CN,35.86166,104.195397
United States of America,Lighthouse Point,58,1,1,0,14,0,10,0,58,1,USA,37.0902,-95.7129
Malawi,Lilongwe,33,0,0,0,19,0,0,0,33,0,MW,-13.254308,34.301525
Pakistan,Kanganpur,175,3,2,0,145,2,1,0,175,3,PK,30.375321,69.345116
Nigeria,Kano,138,2,4,0,25,0,4,0,138,2,NG,9.081999,8.675277
India,Kapasan,162,3,1,0,38,0,0,0,162,3,IN,20.593684,78.96288
Russian Federation,Karabash,36,0,1,0,36,0,0,0,33,0,RF,61.524,105.3188
India,Karamadai,44,0,0,0,23,0,0,0,44,0,IN,20.593684,78.96288
Indonesia,Karang Tengah,105,2,2,0,59,1,1,0,105,2,ID,-0.789275,113.921327
India,Karauli,213,4,1,0,43,0,0,0,213,4,IN,20.593684,78.96288
India,Kareli,169,3,1,0,36,0,0,0,169,3,IN,20.593684,78.96288
India,Karhal,265,4,2,0,91,1,1,0,265,4,IN,20.593684,78.96288
United States of America,Kaukauna,49,0,1,0,31,0,6,0,49,0,USA,37.0902,-95.7129
India,Kayankulam,68,1,1,0,24,0,0,0,68,1,IN,20.593684,78.96288
Uzbekistan,Kegayli,69,1,1,0,39,0,0,0,69,1,UZ,41.377491,64.585262
Indonesia,Kembaran,54,1,1,0,29,0,1,0,54,1,ID,-0.789275,113.921327
Finland,Kerava,23,0,1,0,23,0,6,0,18,0,FI,61.92411,25.748151
Poland,Jawor,63,1,1,0,24,0,3,0,63,1,PL,51.919438,19.145136
France,Joigny,31,0,1,0,31,0,1,0,21,0,FR,46.227638,2.213749
Sweden,Jonkoping,34,0,0,0,33,0,0,0,34,0,SE,60.128161,18.643501
Germany,Jork,34,0,0,0,34,0,1,0,31,0,DE,51.165691,10.451526
Peru,Juanjui,46,0,1,0,2,0,0,0,46,0,PE,-9.189967,-75.015152
Brazil,Juazeiro Do Norte,32,0,0,0,11,0,2,0,32,0,BR,-14.235004,-51.92528
Tunisia,Jundubah,58,1,1,0,48,0,1,0,58,1,TN,33.886917,9.537499
China,Juye,176,3,4,0,176,3,5,0,129,2,CN,35.86166,104.195397
Zambia,Kafue,36,0,0,0,16,0,0,0,36,0,ZM,-13.133897,27.849332
United States of America,Mountlake Terrace,49,0,1,0,25,0,11,0,49,0,USA,37.0902,-95.7129
Morocco,Mrirt,59,1,2,0,16,0,4,0,59,1,MA,31.791702,-7.09262
India,Muktsar,180,3,2,0,151,3,1,0,180,3,IN,20.593684,78.96288
Ireland,Mullingar,27,0,0,0,27,0,0,0,13,0,IE,53.41291,-8.24389
Pakistan,Multan,194,3,3,0,176,3,2,0,194,3,PK,30.375321,69.345116
Ghana,Mumford,74,1,2,0,17,0,1,0,74,1,GH,7.946527,-1.023194
Japan,Murayama,35,0,1,0,35,0,1,0,13,0,JP,36.204824,138.252924
Spain,Murcia,29,0,1,0,29,0,2,0,20,0,ES,40.463667,-3.74922
India,Musiri,54,1,0,0,25,0,0,0,54,1,IN,20.593684,78.96288
United States of America,Muskego,58,1,2,0,18,0,21,0,58,1,USA,37.0902,-95.7129
India,Muvattupula,89,1,1,0,25,0,1,0,89,1,IN,20.593684,78.96288
Netherlands,Naarden,42,0,0,0,35,0,1,0,42,0,NL,52.132633,5.291266
Russian Federation,Nakhabino,36,0,1,0,25,0,7,0,36,0,RF,61.524,105.3188
India,Naldurg,91,1,0,0,25,0,0,0,91,1,IN,20.593684,78.96288
United States,Nanakuli,30,0,0,0,27,0,0,0,30,0,US,37.09024,-95.712891
China,Nantong,206,4,7,0,206,4,9,0,167,3,CN,35.86166,104.195397
Hungary,Jaszbereny,67,1,1,0,38,0,2,0,67,1,HU,47.162494,19.503304
France,Jeumont,51,1,1,0,22,0,5,0,51,1,FR,46.227638,2.213749
Pakistan,Johi,162,3,1,0,37,0,0,0,162,3,PK,30.375321,69.345116
India,Kachhwa,187,3,2,0,106,2,1,0,187,3,IN,20.593684,78.96288
India,Kalanaur,157,3,3,0,157,3,1,0,126,2,IN,20.593684,78.96288
Pakistan,Lakhi,163,3,1,0,71,1,1,0,163,3,PK,30.375321,69.345116
India,Lala,87,1,1,0,36,0,0,0,87,1,IN,20.593684,78.96288
Thailand,Lang Suan,32,0,0,0,16,0,0,0,32,0,TH,15.870032,100.992541
Italy,Lavagna,55,1,1,0,38,0,2,0,55,1,IT,41.87194,12.56738
France,Le Lamentin,85,1,0,0,25,0,0,0,85,1,FR,46.227638,2.213749
United States of America,League City,45,0,1,0,22,0,5,0,45,0,USA,37.0902,-95.7129
Ukraine,Lebedyn,55,1,1,0,40,0,1,0,55,1,UA,48.379433,31.16558
United States of America,Lennox,114,2,3,0,8,0,37,0,114,2,USA,37.0902,-95.7129
Slovakia,Levice,50,0,1,0,31,0,1,0,50,0,SK,48.669026,19.699024
New Zealand,Levin,13,0,0,0,13,0,1,0,12,0,NZ,-40.900557,174.885971
Brazil,Lima Duarte,88,1,3,0,7,0,8,0,88,1,BR,-14.235004,-51.92528
Germany,Limburg,33,0,1,0,33,0,2,0,30,0,DE,51.165691,10.451526
Sweden,Lindome,38,0,0,0,38,0,1,0,19,0,SE,60.128161,18.643501
Italy,Lissone,33,0,1,0,33,0,2,0,23,0,IT,41.87194,12.56738
United States of America,Lockhart,47,0,1,0,21,0,2,0,47,0,USA,37.0902,-95.7129
Pakistan,Lodhran,500,5,1,0,45,0,0,0,364,5,PK,30.375321,69.345116
Germany,Lohmar,33,0,1,0,33,0,2,0,29,0,DE,51.165691,10.451526
Portugal,Lordelo,40,0,1,0,22,0,4,0,40,0,PT,39.399872,-8.224454
Mexico,Los Reyes Acozac,195,3,3,0,5,0,15,0,195,3,MX,23.634501,-102.552784
China,Loudi,99,1,4,0,99,1,5,0,97,1,CN,35.86166,104.195397
China,Luan,183,3,4,0,183,3,2,0,115,2,CN,35.86166,104.195397
Angola,Luena,66,1,1,0,22,0,0,0,66,1,AO,-11.202692,17.873887
Philippines,Lun,15,0,0,0,15,0,0,0,15,0,PH,12.879721,121.774017
Belarus,Lyuban,52,1,1,0,28,0,1,0,52,1,BY,53.709807,27.953389
Russian Federation,Lyudinovo,70,1,1,0,23,0,2,0,70,1,RF,61.524,105.3188
Netherlands,Maassluis,38,0,1,0,27,0,4,0,38,0,NL,52.132633,5.291266
Guinea,Macenta,32,0,1,0,14,0,0,0,32,0,GN,9.945587,-9.696645
United States of America,Machesney Park,72,1,3,0,0,0,10,0,72,1,USA,37.0902,-95.7129
Pakistan,Mailsi,500,5,1,0,45,0,0,0,386,5,PK,30.375321,69.345116
Germany,Mainburg,29,0,0,0,28,0,1,0,29,0,DE,51.165691,10.451526
Indonesia,Malang,67,1,1,0,36,0,0,0,67,1,ID,-0.789275,113.921327
Philippines,Malaya,57,1,1,0,25,0,1,0,57,1,PH,12.879721,121.774017
United Republic of Tanzania,Malinyi,31,0,1,0,11,0,0,0,31,0,URM,-6.369028,34.888822
India,Manamadurai,60,1,1,0,37,0,0,0,60,1,IN,20.593684,78.96288
Philippines,Manapla,54,1,1,0,22,0,0,0,54,1,PH,12.879721,121.774017
Italy,Manfredonia,49,0,1,0,49,0,0,0,36,0,IT,41.87194,12.56738
India,Manmad,148,2,1,0,32,0,0,0,148,2,IN,20.593684,78.96288
Spain,Maracena,32,0,1,0,32,0,1,0,15,0,ES,40.463667,-3.74922
Philippines,Margosatubig,17,0,0,0,16,0,0,0,17,0,PH,12.879721,121.774017
Russian Federation,Kotelnich,33,0,1,0,33,0,0,0,10,0,RF,61.524,105.3188
Russian Federation,Krasnodar,44,0,1,0,44,0,4,0,31,0,RF,61.524,105.3188
Russian Federation,Krasnogorsk,61,1,1,0,24,0,10,0,61,1,RF,61.524,105.3188
Russian Federation,Krasnokamsk,25,0,1,0,25,0,0,0,19,0,RF,61.524,105.3188
Netherlands,Krimpen,39,0,1,0,27,0,5,0,39,0,NL,52.132633,5.291266
Norway,Kristiansand,52,1,0,0,34,0,1,0,52,1,NO,60.472024,8.468946
Thailand,Kumphawapi,57,1,0,0,24,0,0,0,57,1,TH,15.870032,100.992541
Pakistan,Kunjah,191,3,2,0,163,3,1,0,191,3,PK,30.375321,69.345116
Germany,Kunzelsau,28,0,1,0,28,0,2,0,25,0,DE,51.165691,10.451526
India,Kurinjippadi,85,1,2,0,40,0,1,0,85,1,IN,20.593684,78.96288
Russian Federation,Kurtamysh,31,0,1,0,31,0,0,0,31,0,RF,61.524,105.3188
Indonesia,Kutoarjo,58,1,1,0,28,0,0,0,58,1,ID,-0.789275,113.921327
Belgium,Kuurne,38,0,1,0,23,0,3,0,38,0,BE,50.503887,4.469936
France,La Baule Escoublac,33,0,0,0,33,0,0,0,21,0,FR,46.227638,2.213749
France,La Madeleine,38,0,1,0,23,0,3,0,38,0,FR,46.227638,2.213749
Mexico,La Piedad,52,1,1,0,6,0,5,0,52,1,MX,23.634501,-102.552784
Italy,Ladispoli,48,0,1,0,48,0,2,0,34,0,IT,41.87194,12.56738
Nigeria,Lafiagi,79,1,2,0,27,0,0,0,79,1,NG,9.081999,8.675277
Portugal,Marinha Grande,40,0,0,0,29,0,1,0,40,0,PT,39.399872,-8.224454
Russian Federation,Markha,36,0,1,0,36,0,0,0,24,0,RF,61.524,105.3188
Morocco,Martil,39,0,1,0,39,0,4,0,38,0,MA,31.791702,-7.09262
Iran (Islamic Republic of),Masjed E Soleyman,151,3,1,0,61,1,0,0,151,3,IIM,32.4279,53.688
Azerbaijan,Mastaga,70,1,1,0,38,0,0,0,70,1,AZ,40.143105,47.576927
Pakistan,Mastung,102,2,0,0,43,0,0,0,102,2,PK,30.375321,69.345116
Indonesia,Mataram,34,0,1,0,25,0,0,0,34,0,ID,-0.789275,113.921327
Egypt,Matay,110,2,2,0,71,1,3,0,110,2,EG,26.820553,30.802498
China,Matou,111,2,2,0,42,0,8,0,111,2,CN,35.86166,104.195397
United States of America,Matteson,77,1,2,0,10,0,27,0,77,1,USA,37.0902,-95.7129
India,Mavur,66,1,1,0,25,0,0,0,66,1,IN,20.593684,78.96288
Brazil,Medeiros Neto,52,1,1,0,6,0,1,0,52,1,BR,-14.235004,-51.92528
Guatemala,Melchor De Mencos,55,1,1,0,12,0,0,0,55,1,GT,15.783471,-90.230759
Italy,Melegnano,44,0,1,0,33,0,3,0,44,0,IT,41.87194,12.56738
Indonesia,Mertoyudan,66,1,1,0,32,0,1,0,66,1,ID,-0.789275,113.921327
Vietnam,Dong Hoi,55,1,0,0,26,0,0,0,55,1,VN,14.058324,108.277199
China,Dongying,110,2,2,0,110,2,1,0,59,1,CN,35.86166,104.195397
India,Doraha,467,5,1,0,102,2,1,0,400,5,IN,20.593684,78.96288
Germany,Dreieich,37,0,1,0,37,0,1,0,30,0,DE,51.165691,10.451526
Indonesia,Driyorejo,157,3,2,0,84,1,2,0,157,3,ID,-0.789275,113.921327
United Kingdom of Great Britain and Northern Ireland,Dronfield,39,0,0,0,31,0,1,0,39,0,UKI,55.3781,-3.436
India,Dumjor,179,3,3,0,102,2,4,0,179,3,IN,20.593684,78.96288
Hungary,Dunaharaszti,51,1,1,0,27,0,2,0,51,1,HU,47.162494,19.503304
Hungary,Dunaujvaros,52,1,1,0,27,0,2,0,52,1,HU,47.162494,19.503304
United Kingdom of Great Britain and Northern Ireland,East Grinstead,36,0,0,0,27,0,3,0,36,0,UKI,55.3781,-3.436
United Kingdom of Great Britain and Northern Ireland,Ebbw Vale,50,0,0,0,29,0,1,0,50,0,UKI,55.3781,-3.436
United States of America,Ecorse,51,1,1,0,28,0,9,0,51,1,USA,37.0902,-95.7129
Ecuador,El Carmen,79,1,3,0,5,0,9,0,79,1,EC,-1.831239,-78.183406
Venezuela (Bolivarian Republic of),El Hatillo,48,0,1,0,18,0,5,0,48,0,VBL,6.4238,-66.5897
Spain,El Prat De Llobregat,57,1,1,0,30,0,6,0,57,1,ES,40.463667,-3.74922
Guatemala,El Quetzal,99,1,3,0,11,0,11,0,99,1,GT,15.783471,-90.230759
Spain,Elgoibar,32,0,0,0,32,0,0,0,21,0,ES,40.463667,-3.74922
United States of America,Elko,24,0,1,0,24,0,2,0,17,0,USA,37.0902,-95.7129
Germany,Elmshorn,32,0,1,0,32,0,2,0,26,0,DE,51.165691,10.451526
Brazil,Eloi Mendes,51,1,1,0,7,0,4,0,51,1,BR,-14.235004,-51.92528
India,Elur,72,1,1,0,26,0,0,0,72,1,IN,20.593684,78.96288
United States of America,Enumclaw,29,0,1,0,29,0,2,0,23,0,USA,37.0902,-95.7129
Iran (Islamic Republic of),Eqbaliyeh,172,3,2,0,172,3,4,0,150,3,IIM,32.4279,53.688
Mongolia,Erdenet,81,1,1,0,34,0,0,0,81,1,MN,46.862496,103.846656
Spain,Ermua,32,0,0,0,32,0,1,0,22,0,ES,40.463667,-3.74922
Turkey,Erzurum,74,1,0,0,40,0,0,0,74,1,TR,38.963745,35.243322
Kazakhstan,Esik,130,2,1,0,30,0,0,0,130,2,KZ,48.019573,66.923684
Brazil,Esperantina,55,1,2,0,1,0,3,0,55,1,BR,-14.235004,-51.92528
Belgium,Essen,38,0,1,0,28,0,4,0,38,0,BE,50.503887,4.469936
Spain,Estepa,31,0,1,0,31,0,2,0,25,0,ES,40.463667,-3.74922
Mexico,Etzatlan,56,1,2,0,1,0,5,0,56,1,MX,23.634501,-102.552784
Italy,Fabriano,40,0,1,0,40,0,1,0,30,0,IT,41.87194,12.56738
United States of America,Fairview Heights,45,0,1,0,32,0,8,0,45,0,USA,37.0902,-95.7129
Pakistan,Faisalabad,301,5,1,0,82,1,1,0,301,5,PK,30.375321,69.345116
United States of America,Falls Church,59,1,2,0,41,0,5,0,59,1,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Falmouth,78,1,0,0,37,0,0,0,78,1,UKI,55.3781,-3.436
France,Fameck,28,0,1,0,27,0,2,0,28,0,FR,46.227638,2.213749
Italy,Fano,44,0,1,0,44,0,0,0,33,0,IT,41.87194,12.56738
Brazil,Feijo,13,0,1,0,2,0,0,0,13,0,BR,-14.235004,-51.92528
Brazil,Feira Nova,51,1,1,0,12,0,4,0,51,1,BR,-14.235004,-51.92528
Germany,Fellbach,30,0,0,0,30,0,2,0,26,0,DE,51.165691,10.451526
Malta,Fgura,49,0,1,0,49,0,0,0,47,0,MT,35.937496,14.375416
France,Fontenay Le Fleury,46,0,1,0,19,0,4,0,46,0,FR,46.227638,2.213749
India,Forbesganj,217,4,3,0,103,2,1,0,217,4,IN,20.593684,78.96288
Italy,Forlimpopoli,38,0,1,0,38,0,1,0,36,0,IT,41.87194,12.56738
Argentina,Formosa,32,0,0,0,13,0,0,0,32,0,AR,-38.416097,-63.616672
United States of America,Fort Atkinson,64,1,2,0,5,0,15,0,64,1,USA,37.0902,-95.7129
United States of America,Fort Morgan,58,1,1,0,24,0,4,0,58,1,USA,37.0902,-95.7129
Rwanda,Gisenyi,157,3,4,0,17,0,2,0,157,3,RW,-1.940278,29.873888
United States of America,Gladeview,84,1,1,0,9,0,15,0,84,1,USA,37.0902,-95.7129
United States of America,Goodings Grove,78,1,2,0,9,0,28,0,78,1,USA,37.0902,-95.7129
Turkey,Gorele,31,0,1,0,31,0,0,0,28,0,TR,38.963745,35.243322
Netherlands,Gorinchem,40,0,1,0,28,0,4,0,40,0,NL,52.132633,5.291266
Sweden,Goteborg,38,0,0,0,38,0,1,0,19,0,SE,60.128161,18.643501
France,Goussainville,51,1,1,0,21,0,5,0,51,1,FR,46.227638,2.213749
United States of America,Grand Junction,43,0,1,0,17,0,4,0,43,0,USA,37.0902,-95.7129
Portugal,Grandola,37,0,0,0,28,0,1,0,37,0,PT,39.399872,-8.224454
France,Grasse,72,1,1,0,34,0,3,0,72,1,FR,46.227638,2.213749
United States of America,Greeneville,66,1,2,0,12,0,15,0,66,1,USA,37.0902,-95.7129
United States of America,Greenwood Village,75,1,2,0,5,0,14,0,75,1,USA,37.0902,-95.7129
Denmark,Greve Strand,39,0,0,0,39,0,0,0,19,0,DK,56.26392,9.501785
Colombia,Guacari,44,0,1,0,8,0,3,0,44,0,CO,4.570868,-74.297333
Brazil,Guapiacu,57,1,1,0,6,0,2,0,57,1,BR,-14.235004,-51.92528
Ecuador,Guaranda,59,1,2,0,1,0,6,0,59,1,EC,-1.831239,-78.183406
Portugal,Guarda,32,0,1,0,25,0,1,0,32,0,PT,39.399872,-8.224454
Italy,Guastalla,85,1,1,0,27,0,6,0,85,1,IT,41.87194,12.56738
Senegal,Guinguineo,150,3,1,0,24,0,2,0,150,3,SN,14.497401,-14.452362
China,Guiyang,99,1,3,0,41,0,6,0,99,1,CN,35.86166,104.195397
Germany,Gummersbach,34,0,1,0,34,0,2,0,27,0,DE,51.165691,10.451526
Germany,Hille,37,0,1,0,37,0,1,0,24,0,DE,51.165691,10.451526
Haiti,Hinche,144,2,3,0,4,0,12,0,144,2,HT,18.971187,-72.285215
United States of America,Hollins,64,1,1,0,29,0,4,0,64,1,USA,37.0902,-95.7129
Sri Lanka,Homagama,58,1,1,0,27,0,1,0,58,1,LK,7.873054,80.771797
Germany,Homburg,31,0,1,0,25,0,3,0,31,0,DE,51.165691,10.451526
China,Hongan,129,2,3,0,129,2,3,0,78,1,CN,35.86166,104.195397
United States of America,Hot Springs,72,1,2,0,17,0,7,0,72,1,USA,37.0902,-95.7129
China,Houlung,62,1,1,0,56,1,4,0,62,1,CN,35.86166,104.195397
China,Huadian,70,1,2,0,28,0,2,0,70,1,CN,35.86166,104.195397
China,Huangchuan,159,3,3,0,159,3,2,0,94,1,CN,35.86166,104.195397
Mexico,Huatusco,95,1,3,0,8,0,11,0,95,1,MX,23.634501,-102.552784
Germany,Huckelhoven,34,0,1,0,33,0,2,0,34,0,DE,51.165691,10.451526
China,Huinan,68,1,2,0,29,0,2,0,68,1,CN,35.86166,104.195397
China,Huizhou,124,2,4,0,44,0,7,0,124,2,CN,35.86166,104.195397
Mexico,Hunucma,36,0,1,0,23,0,1,0,36,0,MX,23.634501,-102.552784
Egypt,Hurghada,70,1,1,0,63,1,1,0,70,1,EG,26.820553,30.802498
Germany,Husum,32,0,1,0,32,0,2,0,24,0,DE,51.165691,10.451526
Poland,Gdansk,33,0,1,0,33,0,1,0,33,0,PL,51.919438,19.145136
Netherlands,Geldermalsen,39,0,1,0,29,0,4,0,39,0,NL,52.132633,5.291266
Romania,Gheorgheni,61,1,1,0,40,0,0,0,61,1,RO,45.943161,24.96676
Malaysia,Gurun,54,1,1,0,47,0,0,0,54,1,MY,4.210484,101.975766
India,Gwalior,174,3,1,0,46,0,0,0,174,3,IN,20.593684,78.96288
Japan,Haibara,40,0,1,0,40,0,2,0,33,0,JP,36.204824,138.252924
India,Hailakandi,89,1,2,0,36,0,1,0,89,1,IN,20.593684,78.96288
United States of America,Hallandale Beach,83,1,1,0,11,0,12,0,83,1,USA,37.0902,-95.7129
Sweden,Halmstad,38,0,0,0,38,0,0,0,20,0,SE,60.128161,18.643501
Germany,Hameln,37,0,1,0,37,0,1,0,24,0,DE,51.165691,10.451526
Germany,Hamminkeln,34,0,1,0,28,0,4,0,34,0,DE,51.165691,10.451526
India,Hardoi,417,5,1,0,49,0,1,0,323,5,IN,20.593684,78.96288
Hungary,Hatvan,38,0,1,0,32,0,1,0,38,0,HU,47.162494,19.503304
United States of America,Havelock,53,1,1,0,45,0,1,0,53,1,USA,37.0902,-95.7129
Japan,Hayato,48,0,1,0,48,0,1,0,33,0,JP,36.204824,138.252924
Ukraine,Hayvoron,64,1,1,0,44,0,0,0,64,1,UA,48.379433,31.16558
United States of America,Healdsburg,31,0,1,0,31,0,1,0,26,0,USA,37.0902,-95.7129
Germany,Herrenberg,32,0,0,0,32,0,1,0,26,0,DE,51.165691,10.451526
China,Heyang,174,3,9,0,38,0,23,0,174,3,CN,35.86166,104.195397
Netherlands,Heythuysen,35,0,1,0,33,0,2,0,35,0,NL,52.132633,5.291266
United States of America,Hialeah,93,1,2,0,6,0,17,0,93,1,USA,37.0902,-95.7129
Brazil,Fortaleza,25,0,1,0,7,0,1,0,25,0,BR,-14.235004,-51.92528
France,Fougeres,29,0,0,0,29,0,1,0,17,0,FR,46.227638,2.213749
United States of America,Frisco,56,1,1,0,20,0,7,0,56,1,USA,37.0902,-95.7129
Japan,Furukawa,38,0,1,0,38,0,0,0,14,0,JP,36.204824,138.252924
Botswana,Gabane,31,0,1,0,18,0,0,0,31,0,BW,-22.328474,24.684866
India,Gajraula,500,5,1,0,55,1,1,0,500,5,IN,20.593684,78.96288
Ethiopia,Gambela,69,1,1,0,15,0,0,0,69,1,ET,9.145,40.489673
Colombia,Garagoa,36,0,1,0,5,0,3,0,36,0,CO,4.570868,-74.297333
United States of America,Gardner,45,0,1,0,45,0,1,0,25,0,USA,37.0902,-95.7129
United States of America,Middleburg Heights,47,0,1,0,30,0,8,0,47,0,USA,37.0902,-95.7129
Poland,Mielec,61,1,1,0,27,0,2,0,61,1,PL,51.919438,19.145136
Spain,Mieres,46,0,1,0,26,0,4,0,46,0,ES,40.463667,-3.74922
Russian Federation,Mikhaylovka,43,0,1,0,31,0,0,0,43,0,RF,61.524,105.3188
United Republic of Tanzania,Mikumi,26,0,0,0,16,0,0,0,26,0,URM,-6.369028,34.888822
Ecuador,Milagro,59,1,1,0,13,0,6,0,59,1,EC,-1.831239,-78.183406
United States of America,Millcreek,44,0,1,0,21,0,8,0,44,0,USA,37.0902,-95.7129
United States of America,Milledgeville,72,1,2,0,16,0,10,0,72,1,USA,37.0902,-95.7129
Botswana,Mogoditshane,32,0,1,0,17,0,0,0,32,0,BW,-22.328474,24.684866
France,Moissy Cramayel,46,0,1,0,23,0,4,0,46,0,FR,46.227638,2.213749
Germany,Mombris,35,0,1,0,35,0,1,0,29,0,DE,51.165691,10.451526
Sri Lanka,Monaragala,46,0,1,0,32,0,0,0,46,0,LK,7.873054,80.771797
Guatemala,Monjas,64,1,2,0,9,0,7,0,64,1,GT,15.783471,-90.230759
United States of America,Montebello,125,2,4,0,4,0,36,0,125,2,USA,37.0902,-95.7129
Brazil,Monteiro,24,0,0,0,13,0,0,0,24,0,BR,-14.235004,-51.92528
France,Montgeron,50,0,1,0,22,0,5,0,50,0,FR,46.227638,2.213749
France,Montigny Les Cormeilles,50,0,1,0,19,0,5,0,50,0,FR,46.227638,2.213749
India,Mubarakpur,452,5,1,0,72,1,1,0,333,5,IN,20.593684,78.96288
Nigeria,Mubi,48,0,2,0,21,0,0,0,48,0,NG,9.081999,8.675277
China,Mujiayingzi,62,1,1,0,47,0,0,0,62,1,CN,35.86166,104.195397
United Republic of Tanzania,Mungaa,30,0,0,0,16,0,0,0,30,0,URM,-6.369028,34.888822
Burundi,Muramvya,67,1,4,0,20,0,1,0,67,1,BI,-3.373056,29.918886
Brazil,Murici,42,0,1,0,14,0,2,0,42,0,BR,-14.235004,-51.92528
United States of America,Muscle Shoals,54,1,1,0,19,0,6,0,54,1,USA,37.0902,-95.7129
Poland,Myslenice,52,1,1,0,28,0,1,0,52,1,PL,51.919438,19.145136
India,Nadbai,209,4,1,0,44,0,0,0,209,4,IN,20.593684,78.96288
India,Nagaur,500,5,0,0,35,0,0,0,426,5,IN,20.593684,78.96288
India,Nagpur,152,3,1,0,41,0,0,0,152,3,IN,20.593684,78.96288
India,Nainpur,153,3,0,0,38,0,0,0,153,3,IN,20.593684,78.96288
Japan,Nakatsugawa,51,1,1,0,51,1,1,0,44,0,JP,36.204824,138.252924
India,Nalbari,108,2,2,0,47,0,1,0,108,2,IN,20.593684,78.96288
Mexico,Nanchital,64,1,1,0,23,0,2,0,64,1,MX,23.634501,-102.552784
India,Nanded,142,2,1,0,38,0,0,0,142,2,IN,20.593684,78.96288
Pakistan,Nankana Sahib,356,5,2,0,100,2,1,0,354,5,PK,30.375321,69.345116
United States of America,Narragansett,78,1,2,0,43,0,6,0,78,1,USA,37.0902,-95.7129
China,Nehe,39,0,1,0,39,0,0,0,18,0,CN,35.86166,104.195397
United States of America,Nesconset,73,1,2,0,40,0,10,0,73,1,USA,37.0902,-95.7129
Germany,Netphen,34,0,1,0,34,0,2,0,28,0,DE,51.165691,10.451526
Italy,Nettuno,53,1,1,0,53,1,1,0,23,0,IT,41.87194,12.56738
Germany,Neu Anspach,34,0,1,0,25,0,5,0,34,0,DE,51.165691,10.451526
United States of America,New Haven,57,1,1,0,45,0,4,0,57,1,USA,37.0902,-95.7129
United States of America,New Iberia,39,0,1,0,20,0,4,0,39,0,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Newport,47,0,0,0,27,0,3,0,47,0,UKI,55.3781,-3.436
Indonesia,Ngaglik,60,1,1,0,29,0,1,0,60,1,ID,-0.789275,113.921327
United Republic of Tanzania,Ngara,64,1,3,0,14,0,1,0,64,1,URM,-6.369028,34.888822
United Republic of Tanzania,Ngorongoro,33,0,0,0,15,0,0,0,33,0,URM,-6.369028,34.888822
Russian Federation,Nikel,32,0,1,0,32,0,0,0,9,0,RF,61.524,105.3188
France,Nimes,39,0,1,0,37,0,0,0,39,0,FR,46.227638,2.213749
France,Niort,32,0,0,0,32,0,1,0,18,0,FR,46.227638,2.213749
Russian Federation,Nizhniy Lomov,51,1,0,0,31,0,0,0,51,1,RF,61.524,105.3188
Turkey,Nizip,112,2,1,0,47,0,0,0,112,2,TR,38.963745,35.243322
Italy,Noci,55,1,1,0,55,1,0,0,42,0,IT,41.87194,12.56738
Thailand,Phu Khieo,37,0,0,0,26,0,0,0,37,0,TH,15.870032,100.992541
Thailand,Phuket,43,0,1,0,33,0,0,0,43,0,TH,15.870032,100.992541
